Function,sup1,sup2,sup3,sup4,sup5,salary,gender,disabled,race,yearsInPosition,yearsInProfession,age,cred1,cred2,highestDegree,inst1,inst2,inst3,inst4,inst5,instBudget,City,State,Zip,country,Category,instSize,instType
position4,0,0,1,40,1,49000,Man,FALSE,Caucasian,8,8,50,FALSE,FALSE,Bachelor's Degree,6,1,4,150,4,1094000,Springfield,MA,1109,United States,one,3284,Private Institution
position15,0,0,1,60,0,40500,Woman,FALSE,Caucasian,5,7,31,FALSE,FALSE,Master's Degree,6,1,4,150,4,1094000,Springfield,MA,1109,United States,one,3284,Private Institution
position9,0,0,1,30,0,40500,Man,FALSE,Caucasian,1,6,28,FALSE,TRUE,Master's Degree,6,1,4,150,4,1094000,Springfield,MA,1109,United States,one,3284,Private Institution
position22,0,0,0,15,0,40500,Woman,FALSE,Caucasian,1,5,33,FALSE,FALSE,Master's Degree,6,1,4,150,4,1094000,Springfield,MA,1109,United States,one,3284,Private Institution
position1,3,0,0,25,8,46200,Woman,FALSE,Caucasian,2,9,31,FALSE,FALSE,Master's Degree,4,0,3,125,8,250000,Deland,FL,32723,United States,one,3961,Private Institution
position15,0,0,1,50,0,34500,Man,FALSE,Caucasian,3,4,26,FALSE,FALSE,Master's Degree,4,0,3,125,8,250000,Deland,FL,32723,United States,one,3961,Private Institution
position9,0,0,2,30,0,33500,Man,FALSE,Caucasian,0,2,25,FALSE,FALSE,Master's Degree,4,0,3,125,8,250000,Deland,FL,32723,United States,one,3961,Private Institution
position22,0,0,0,20,0,36350,Man,FALSE,African American,2,2,29,FALSE,FALSE,Master's Degree,4,0,3,125,8,250000,Deland,FL,32723,United States,one,3961,Private Institution
position1,1,1,0,87,14,50000,Man,FALSE,Caucasian,15,18,50,FALSE,FALSE,Bachelor's Degree,2,1,0,87,14,123350,Hoboken,NJ,7030,United States,one,5649,Private Institution
position3,0,0,0,83,14,32000,Woman,FALSE,Asian American,3,3,31,FALSE,FALSE,Master's Degree,2,1,0,87,14,123350,Hoboken,NJ,7030,United States,one,5649,Private Institution
position1,6,1,3,126,0,61118,Man,FALSE,Caucasian,8,26,48,FALSE,FALSE,Master's Degree,5,1,3,0,0,532847,Stephenville,TX,76402,United States,one,12524,Public Institution
position8,1,14,0,3,0,45631,Man,FALSE,Caucasian,10,12,35,FALSE,FALSE,Master's Degree,5,1,3,0,0,532847,Stephenville,TX,76402,United States,one,12524,Public Institution
position6,0,0,1,21,0,43696,Woman,FALSE,Caucasian,5,14,35,FALSE,FALSE,Master's Degree,5,1,3,0,0,532847,Stephenville,TX,76402,United States,one,12524,Public Institution
position20,0,0,1,20,2,39203,Man,FALSE,Caucasian,10,20,55,FALSE,FALSE,Master's Degree,5,1,3,0,0,532847,Stephenville,TX,76402,United States,one,12524,Public Institution
position9,0,0,1,44,0,32735,Man,FALSE,Caucasian,3,9,29,FALSE,FALSE,Master's Degree,5,1,3,0,0,532847,Stephenville,TX,76402,United States,one,12524,Public Institution
position17,0,0,0,32,0,34150,Woman,FALSE,Caucasian,1,4,27,FALSE,FALSE,Master's Degree,5,1,3,0,0,532847,Stephenville,TX,76402,United States,one,12524,Public Institution
position1,15,1,3,245,4,103000,Man,FALSE,Caucasian,25,33,57,TRUE,TRUE,Master's Degree,15,1,3,245,4,4200000,Philadelphia,PA,19122,United States,one,36744,Public Institution
position2,13,1,2,225,4,81000,Man,FALSE,Caucasian,1,21,42,FALSE,FALSE,Master's Degree,15,1,3,245,4,4200000,Philadelphia,PA,19122,United States,one,36744,Public Institution
position3,10,1,0,200,4,62000,Man,FALSE,Caucasian,1,14,37,FALSE,FALSE,Master's Degree,15,1,3,245,4,4200000,Philadelphia,PA,19122,United States,one,36744,Public Institution
position18,0,0,1,15,0,58500,Woman,FALSE,Caucasian,8,16,38,TRUE,FALSE,Doctoral,15,1,3,245,4,4200000,Philadelphia,PA,19122,United States,one,36744,Public Institution
position11,1,0,2,35,0,55000,Woman,FALSE,Caucasian,1,11,32,TRUE,FALSE,Master's Degree,15,1,3,245,4,4200000,Philadelphia,PA,19122,United States,one,36744,Public Institution
position15,2,0,0,50,0,45000,Man,FALSE,African American,2,6,34,FALSE,FALSE,Master's Degree,15,1,3,245,4,4200000,Philadelphia,PA,19122,United States,one,36744,Public Institution
position6,2,0,0,60,30,44000,Man,FALSE,Caucasian,1,7,30,FALSE,FALSE,Master's Degree,15,1,3,245,4,4200000,Philadelphia,PA,19122,United States,one,36744,Public Institution
position4,0,0,0,30,0,41500,Woman,FALSE,African American,1,4,26,FALSE,FALSE,Bachelor's Degree,15,1,3,245,4,4200000,Philadelphia,PA,19122,United States,one,36744,Public Institution
position9,0,0,0,40,15,46000,Man,FALSE,Caucasian,10,10,36,FALSE,FALSE,Bachelor's Degree,15,1,3,245,4,4200000,Philadelphia,PA,19122,United States,one,36744,Public Institution
position20,0,0,0,25,0,39000,Man,FALSE,Caucasian,2,2,33,FALSE,FALSE,Bachelor's Degree,15,1,3,245,4,4200000,Philadelphia,PA,19122,United States,one,36744,Public Institution
position15,0,0,0,40,0,38000,Man,FALSE,African American,4,4,32,FALSE,FALSE,Bachelor's Degree,15,1,3,245,4,4200000,Philadelphia,PA,19122,United States,one,36744,Public Institution
position11,0,0,2,35,6,36500,Man,FALSE,Caucasian,3,5,34,FALSE,FALSE,Master's Degree,15,1,3,245,4,4200000,Philadelphia,PA,19122,United States,one,36744,Public Institution
position17,0,0,0,8,0,40000,Woman,FALSE,Caucasian,3,3,30,FALSE,FALSE,Bachelor's Degree,15,1,3,245,4,4200000,Philadelphia,PA,19122,United States,one,36744,Public Institution
position6,0,0,0,25,0,38500,Woman,FALSE,Caucasian,1,2,26,FALSE,FALSE,Bachelor's Degree,15,1,3,245,4,4200000,Philadelphia,PA,19122,United States,one,36744,Public Institution
position6,0,0,0,0,4,39500,Woman,FALSE,Caucasian,5,6,30,FALSE,FALSE,Bachelor's Degree,15,1,3,245,4,4200000,Philadelphia,PA,19122,United States,one,36744,Public Institution
position1,14,3,2,150,30,67000,Man,FALSE,Hispanic,2,20,43,FALSE,TRUE,Master's Degree,10,2,2,150,30,1451900,Chattanooga,TN,37403,United States,one,11660,Public Institution
position12,3,0,1,100,30,40000,Woman,FALSE,Caucasian,1,5,32,FALSE,FALSE,Master's Degree,10,2,2,150,30,1451900,Chattanooga,TN,37403,United States,one,11660,Public Institution
position15,3,1,1,50,0,43874,Man,FALSE,Caucasian,5,10,36,FALSE,FALSE,Master's Degree,10,2,2,150,30,1451900,Chattanooga,TN,37403,United States,one,11660,Public Institution
position4,0,0,0,35,0,34719,Man,FALSE,Caucasian,1,3,28,FALSE,FALSE,Master's Degree,10,2,2,150,30,1451900,Chattanooga,TN,37403,United States,one,11660,Public Institution
position9,0,0,0,50,0,34719,Man,FALSE,African American,4,4,28,FALSE,FALSE,Bachelor's Degree,10,2,2,150,30,1451900,Chattanooga,TN,37403,United States,one,11660,Public Institution
position20,0,0,1,15,0,34719,Woman,FALSE,Caucasian,5,5,28,FALSE,FALSE,Bachelor's Degree,10,2,2,150,30,1451900,Chattanooga,TN,37403,United States,one,11660,Public Institution
position11,0,0,0,1,1,49728,Man,FALSE,Caucasian,20,20,61,FALSE,FALSE,Bachelor's Degree,10,2,2,150,30,1451900,Chattanooga,TN,37403,United States,one,11660,Public Institution
position15,0,0,0,6,0,34719,Man,FALSE,Caucasian,1,3,24,FALSE,FALSE,Master's Degree,10,2,2,150,30,1451900,Chattanooga,TN,37403,United States,one,11660,Public Institution
position25,0,0,0,0,0,32880,Man,FALSE,Caucasian,15,15,63,FALSE,FALSE,Bachelor's Degree,10,2,2,150,30,1451900,Chattanooga,TN,37403,United States,one,11660,Public Institution
position10,0,0,0,4,0,21120,Woman,FALSE,African American,1,4,27,FALSE,FALSE,Bachelor's Degree,10,2,2,150,30,1451900,Chattanooga,TN,37403,United States,one,11660,Public Institution
position10,1,0,0,4,0,29856,Woman,FALSE,Caucasian,25,25,60,FALSE,FALSE,No College Degree,10,2,2,150,30,1451900,Chattanooga,TN,37403,United States,one,11660,Public Institution
position22,0,0,0,36,0,29223,Woman,FALSE,Caucasian,5,5,38,FALSE,FALSE,Bachelor's Degree,10,2,2,150,30,1451900,Chattanooga,TN,37403,United States,one,11660,Public Institution
position1,7,6,11,400,1,82469,Man,FALSE,Caucasian,10,27,54,TRUE,FALSE,Master's Degree,8,6,11,400,0,2906253,Knoxville,TN,37996-3050,United States,one,29833,Public Institution
position3,1,3,11,200,1,55406,Woman,FALSE,Caucasian,11,14,38,FALSE,FALSE,Master's Degree,8,6,11,400,0,2906253,Knoxville,TN,37996-3050,United States,one,29833,Public Institution
position3,4,0,11,200,1,52000,Man,FALSE,Caucasian,0,7,31,FALSE,FALSE,Master's Degree,8,6,11,400,0,2906253,Knoxville,TN,37996-3050,United States,one,29833,Public Institution
position15,2,1,11,150,0,46877,Man,FALSE,Caucasian,7,13,41,FALSE,FALSE,Master's Degree,8,6,11,400,0,2906253,Knoxville,TN,37996-3050,United States,one,29833,Public Institution
position6,0,0,2,30,0,46132,Woman,FALSE,African American,15,15,59,FALSE,FALSE,Master's Degree,8,6,11,400,0,2906253,Knoxville,TN,37996-3050,United States,one,29833,Public Institution
position20,0,0,2,50,1,45747,Man,FALSE,Caucasian,5,7,38,FALSE,FALSE,Master's Degree,8,6,11,400,0,2906253,Knoxville,TN,37996-3050,United States,one,29833,Public Institution
position9,0,0,2,125,0,44075,Man,FALSE,African American,5,5,29,FALSE,FALSE,Master's Degree,8,6,11,400,0,2906253,Knoxville,TN,37996-3050,United States,one,29833,Public Institution
position11,0,0,1,16,0,42000,Man,FALSE,Caucasian,1,3,27,FALSE,FALSE,Master's Degree,8,6,11,400,0,2906253,Knoxville,TN,37996-3050,United States,one,29833,Public Institution
position10,0,3,0,7,0,37766,Woman,FALSE,Caucasian,17,17,51,FALSE,FALSE,No College Degree,8,6,11,400,0,2906253,Knoxville,TN,37996-3050,United States,one,29833,Public Institution
position10,0,0,0,7,0,32608,Woman,FALSE,Caucasian,3,15,51,FALSE,FALSE,No College Degree,8,6,11,400,0,2906253,Knoxville,TN,37996-3050,United States,one,29833,Public Institution
position17,0,0,0,7,0,29453,Woman,FALSE,Caucasian,3,3,36,FALSE,FALSE,No College Degree,8,6,11,400,0,2906253,Knoxville,TN,37996-3050,United States,one,29833,Public Institution
position15,0,0,0,7,0,26894,Woman,FALSE,Caucasian,10,10,60,FALSE,FALSE,Bachelor's Degree,8,6,11,400,0,2906253,Knoxville,TN,37996-3050,United States,one,29833,Public Institution
position25,0,1,0,22,0,37398,Man,FALSE,Caucasian,13,13,54,FALSE,FALSE,No College Degree,8,6,11,400,0,2906253,Knoxville,TN,37996-3050,United States,one,29833,Public Institution
position25,0,0,0,10,0,31678,Man,FALSE,Caucasian,1,1,24,FALSE,FALSE,Bachelor's Degree,8,6,11,400,0,2906253,Knoxville,TN,37996-3050,United States,one,29833,Public Institution
position1,32,3,8,965,20,153000,Man,FALSE,Caucasian,38,41,69,TRUE,FALSE,Bachelor's Degree,32,3,8,940,35,14534603,College Station,TX,77843-4250,United States,one,50627,Public Institution
position2,31,0,8,954,20,106500,Man,FALSE,Caucasian,10,37,60,TRUE,FALSE,Master's Degree,32,3,8,940,35,14534603,College Station,TX,77843-4250,United States,one,50627,Public Institution
position23,0,0,8,0,0,90000,Man,FALSE,Caucasian,9,31,55,TRUE,FALSE,Master's Degree,32,3,8,940,35,14534603,College Station,TX,77843-4250,United States,one,50627,Public Institution
position26,0,0,0,1,0,84999,Man,FALSE,Caucasian,9,35,62,TRUE,FALSE,Master's Degree,32,3,8,940,35,14534603,College Station,TX,77843-4250,United States,one,50627,Public Institution
position8,0,0,0,35,10,82800,Woman,FALSE,Caucasian,19,37,61,TRUE,FALSE,Master's Degree,32,3,8,940,35,14534603,College Station,TX,77843-4250,United States,one,50627,Public Institution
position22,5,0,1,140,2,77900,Man,FALSE,Caucasian,1,19,56,FALSE,FALSE,Bachelor's Degree,32,3,8,940,35,14534603,College Station,TX,77843-4250,United States,one,50627,Public Institution
position15,3,1,2,175,5,79800,Man,FALSE,African American,7,25,52,FALSE,FALSE,Master's Degree,32,3,8,940,35,14534603,College Station,TX,77843-4250,United States,one,50627,Public Institution
position22,5,0,3,120,5,79299,Man,FALSE,Caucasian,8,22,47,FALSE,FALSE,Master's Degree,32,3,8,940,35,14534603,College Station,TX,77843-4250,United States,one,50627,Public Institution
position10,2,2,0,5,0,79299,Woman,FALSE,Caucasian,12,17,47,FALSE,FALSE,Bachelor's Degree,32,3,8,940,35,14534603,College Station,TX,77843-4250,United States,one,50627,Public Institution
position24,1,0,1,90,10,72500,Man,FALSE,Caucasian,7,13,38,FALSE,FALSE,Bachelor's Degree,32,3,8,940,35,14534603,College Station,TX,77843-4250,United States,one,50627,Public Institution
position4,0,0,1,80,2,62200,Man,FALSE,Caucasian,5,5,47,FALSE,FALSE,Master's Degree,32,3,8,940,35,14534603,College Station,TX,77843-4250,United States,one,50627,Public Institution
position20,0,0,0,60,10,38600,Woman,FALSE,Caucasian,1,2,36,FALSE,FALSE,Master's Degree,32,3,8,940,35,14534603,College Station,TX,77843-4250,United States,one,50627,Public Institution
position10,0,0,0,2,0,62600,Woman,FALSE,Caucasian,7,22,44,FALSE,FALSE,No College Degree,32,3,8,940,35,14534603,College Station,TX,77843-4250,United States,one,50627,Public Institution
position11,0,1,0,17,0,60500,Man,FALSE,Caucasian,9,18,42,FALSE,FALSE,Master's Degree,32,3,8,940,35,14534603,College Station,TX,77843-4250,United States,one,50627,Public Institution
position10,0,3,0,5,0,70000,Man,FALSE,Caucasian,5,5,46,FALSE,FALSE,Bachelor's Degree,32,3,8,940,35,14534603,College Station,TX,77843-4250,United States,one,50627,Public Institution
position20,0,0,0,60,10,59700,Man,FALSE,Caucasian,9,14,41,FALSE,FALSE,Master's Degree,32,3,8,940,35,14534603,College Station,TX,77843-4250,United States,one,50627,Public Institution
position10,0,0,0,2,0,41700,Woman,FALSE,Asian American,1,4,51,FALSE,FALSE,No College Degree,32,3,8,940,35,14534603,College Station,TX,77843-4250,United States,one,50627,Public Institution
position9,0,0,2,150,5,57999,Man,FALSE,African American,1,10,35,FALSE,FALSE,Master's Degree,32,3,8,940,35,14534603,College Station,TX,77843-4250,United States,one,50627,Public Institution
position5,0,0,1,9,0,56799,Woman,FALSE,Caucasian,6,13,49,FALSE,FALSE,Associate's Degree,32,3,8,940,35,14534603,College Station,TX,77843-4250,United States,one,50627,Public Institution
position10,0,0,0,2,0,52800,Woman,FALSE,Caucasian,7,17,44,FALSE,FALSE,No College Degree,32,3,8,940,35,14534603,College Station,TX,77843-4250,United States,one,50627,Public Institution
position4,0,0,1,80,10,38600,Woman,FALSE,Caucasian,1,1,29,FALSE,FALSE,Bachelor's Degree,32,3,8,940,35,14534603,College Station,TX,77843-4250,United States,one,50627,Public Institution
position4,0,0,1,80,10,38600,Woman,FALSE,Caucasian,1,1,30,FALSE,FALSE,Bachelor's Degree,32,3,8,940,35,14534603,College Station,TX,77843-4250,United States,one,50627,Public Institution
position5,0,0,1,9,0,51099,Woman,FALSE,Caucasian,6,8,63,FALSE,FALSE,No College Degree,32,3,8,940,35,14534603,College Station,TX,77843-4250,United States,one,50627,Public Institution
position15,0,0,1,30,0,48099,Woman,FALSE,African American,17,23,64,FALSE,FALSE,No College Degree,32,3,8,940,35,14534603,College Station,TX,77843-4250,United States,one,50627,Public Institution
position11,0,0,1,15,0,44700,Woman,FALSE,Caucasian,8,8,34,FALSE,FALSE,Bachelor's Degree,32,3,8,940,35,14534603,College Station,TX,77843-4250,United States,one,50627,Public Institution
position15,0,0,1,60,0,42900,Woman,FALSE,Caucasian,1,7,29,FALSE,FALSE,Master's Degree,32,3,8,940,35,14534603,College Station,TX,77843-4250,United States,one,50627,Public Institution
position9,0,0,2,150,5,43600,Man,FALSE,African American,1,4,30,FALSE,FALSE,Master's Degree,32,3,8,940,35,14534603,College Station,TX,77843-4250,United States,one,50627,Public Institution
position24,0,0,1,90,10,38600,Man,FALSE,Caucasian,1,1,24,FALSE,FALSE,Bachelor's Degree,32,3,8,940,35,14534603,College Station,TX,77843-4250,United States,one,50627,Public Institution
position1,2,1,0,0,0,75000,Man,FALSE,Caucasian,1,14,35,FALSE,FALSE,Master's Degree,8,2,8,205,20,1489000,Fort Worth,TX,76129,United States,one,9727,Private Institution
position3,3,0,0,10,0,68200,Woman,FALSE,Caucasian,15,20,54,TRUE,FALSE,Master's Degree,8,2,8,205,20,1489000,Fort Worth,TX,76129,United States,one,9727,Private Institution
position3,2,1,0,15,0,57225,Woman,FALSE,Caucasian,7,15,36,FALSE,FALSE,Master's Degree,8,2,8,205,20,1489000,Fort Worth,TX,76129,United States,one,9727,Private Institution
position20,0,0,0,40,0,46032,Man,FALSE,Caucasian,5,7,28,FALSE,FALSE,Master's Degree,8,2,8,205,20,1489000,Fort Worth,TX,76129,United States,one,9727,Private Institution
position9,0,0,0,50,0,45171,Man,FALSE,African American,4,6,27,FALSE,FALSE,Master's Degree,8,2,8,205,20,1489000,Fort Worth,TX,76129,United States,one,9727,Private Institution
position6,0,0,0,30,20,44854,Man,FALSE,Caucasian,3,5,27,FALSE,FALSE,Master's Degree,8,2,8,205,20,1489000,Fort Worth,TX,76129,United States,one,9727,Private Institution
position4,0,0,0,50,0,45393,Man,FALSE,Caucasian,6,8,29,FALSE,FALSE,Master's Degree,8,2,8,205,20,1489000,Fort Worth,TX,76129,United States,one,9727,Private Institution
position5,0,0,0,10,0,45000,Woman,FALSE,Caucasian,2,3,26,FALSE,FALSE,Master's Degree,8,2,8,205,20,1489000,Fort Worth,TX,76129,United States,one,9727,Private Institution
position1,14,2,0,200,3,85800,Man,FALSE,Caucasian,1,9,34,FALSE,TRUE,Master's Degree,15,2,0,200,3,NA,Arlington,TX,76019,United States,one,33239,Public Institution
position3,4,0,0,40,1,62371,Woman,FALSE,Caucasian,3,6,31,FALSE,FALSE,Master's Degree,15,2,0,200,3,NA,Arlington,TX,76019,United States,one,33239,Public Institution
position3,4,2,0,70,0,66460,Man,FALSE,Caucasian,7,16,42,TRUE,TRUE,Master's Degree,15,2,0,200,3,NA,Arlington,TX,76019,United States,one,33239,Public Institution
position3,2,0,0,90,0,65960,Man,FALSE,African American,6,15,44,FALSE,FALSE,Master's Degree,15,2,0,200,3,NA,Arlington,TX,76019,United States,one,33239,Public Institution
position11,0,0,0,20,0,48900,Woman,FALSE,Caucasian,3,8,34,FALSE,TRUE,Master's Degree,15,2,0,200,3,NA,Arlington,TX,76019,United States,one,33239,Public Institution
position9,1,0,0,40,0,47976,Man,FALSE,Caucasian,7,9,34,FALSE,FALSE,Master's Degree,15,2,0,200,3,NA,Arlington,TX,76019,United States,one,33239,Public Institution
position10,0,2,0,0,0,50000,Man,FALSE,African American,1,1,40,FALSE,FALSE,Master's Degree,15,2,0,200,3,NA,Arlington,TX,76019,United States,one,33239,Public Institution
position9,0,0,0,40,0,40300,Man,FALSE,Caucasian,1,1,26,FALSE,FALSE,Master's Degree,15,2,0,200,3,NA,Arlington,TX,76019,United States,one,33239,Public Institution
position6,0,0,0,15,0,47650,Woman,FALSE,Caucasian,5,8,30,FALSE,FALSE,Master's Degree,15,2,0,200,3,NA,Arlington,TX,76019,United States,one,33239,Public Institution
position7,0,0,0,10,0,45005,Man,FALSE,Caucasian,5,8,32,FALSE,FALSE,Master's Degree,15,2,0,200,3,NA,Arlington,TX,76019,United States,one,33239,Public Institution
position17,0,0,0,15,0,41000,Man,FALSE,Caucasian,3,5,29,FALSE,TRUE,Master's Degree,15,2,0,200,3,NA,Arlington,TX,76019,United States,one,33239,Public Institution
position22,0,0,0,0,1,42200,Man,FALSE,Caucasian,2,3,27,FALSE,FALSE,Bachelor's Degree,15,2,0,200,3,NA,Arlington,TX,76019,United States,one,33239,Public Institution
position15,1,0,0,90,0,45741,Man,FALSE,Caucasian,6,9,36,FALSE,FALSE,Master's Degree,15,2,0,200,3,NA,Arlington,TX,76019,United States,one,33239,Public Institution
position21,0,0,0,90,0,40300,Man,FALSE,Caucasian,1,1,26,FALSE,FALSE,Master's Degree,15,2,0,200,3,NA,Arlington,TX,76019,United States,one,33239,Public Institution
position28,0,0,1,0,1,54968,Man,FALSE,Caucasian,7,9,45,FALSE,FALSE,Master's Degree,15,2,0,200,3,NA,Arlington,TX,76019,United States,one,33239,Public Institution
position1,27,15,3,880,100,207060,Man,FALSE,Caucasian,26,40,NA,TRUE,FALSE,Master's Degree,29,15,3,880,100,12772683,Austin,TX,78712,United States,one,52186,Public Institution
position2,15,10,3,820,100,130000,Man,FALSE,Caucasian,8,33,NA,TRUE,FALSE,Master's Degree,29,15,3,880,100,12772683,Austin,TX,78712,United States,one,52186,Public Institution
position3,7,4,0,460,1,101000,Man,FALSE,Caucasian,8,27,NA,TRUE,FALSE,Master's Degree,29,15,3,880,100,12772683,Austin,TX,78712,United States,one,52186,Public Institution
position3,8,1,0,25,1,101000,Woman,FALSE,Caucasian,7,15,NA,FALSE,FALSE,Master's Degree,29,15,3,880,100,12772683,Austin,TX,78712,United States,one,52186,Public Institution
position3,7,0,3,360,100,85000,Man,FALSE,Caucasian,7,22,NA,TRUE,FALSE,Master's Degree,29,15,3,880,100,12772683,Austin,TX,78712,United States,one,52186,Public Institution
position4,0,0,0,135,0,45000,Man,FALSE,Caucasian,2,2,NA,FALSE,FALSE,Master's Degree,29,15,3,880,100,12772683,Austin,TX,78712,United States,one,52186,Public Institution
position10,2,3,0,30,0,94800,Woman,FALSE,Caucasian,8,29,NA,FALSE,FALSE,Bachelor's Degree,29,15,3,880,100,12772683,Austin,TX,78712,United States,one,52186,Public Institution
position26,0,0,0,0,0,74000,Man,FALSE,Caucasian,7,41,NA,TRUE,FALSE,Master's Degree,29,15,3,880,100,12772683,Austin,TX,78712,United States,one,52186,Public Institution
position15,2,0,0,160,0,68000,Man,FALSE,African American,2,10,NA,FALSE,FALSE,Master's Degree,29,15,3,880,100,12772683,Austin,TX,78712,United States,one,52186,Public Institution
position15,2,0,0,330,0,65000,Woman,FALSE,Caucasian,3,11,NA,FALSE,FALSE,Master's Degree,29,15,3,880,100,12772683,Austin,TX,78712,United States,one,52186,Public Institution
position25,0,5,0,0,1,60000,Man,FALSE,Caucasian,10,16,NA,TRUE,FALSE,Master's Degree,29,15,3,880,100,12772683,Austin,TX,78712,United States,one,52186,Public Institution
position15,0,0,0,165,0,45000,Man,FALSE,Hispanic,2,7,NA,FALSE,TRUE,Master's Degree,29,15,3,880,100,12772683,Austin,TX,78712,United States,one,52186,Public Institution
position15,0,0,0,60,0,45000,Man,FALSE,Caucasian,2,2,NA,FALSE,FALSE,Master's Degree,29,15,3,880,100,12772683,Austin,TX,78712,United States,one,52186,Public Institution
position6,0,0,0,90,60,47000,Woman,FALSE,African American,2,2,NA,FALSE,FALSE,Master's Degree,29,15,3,880,100,12772683,Austin,TX,78712,United States,one,52186,Public Institution
position9,0,0,1,190,0,65000,Woman,FALSE,Caucasian,3,21,NA,TRUE,FALSE,Master's Degree,29,15,3,880,100,12772683,Austin,TX,78712,United States,one,52186,Public Institution
position15,0,0,0,110,0,45000,Woman,FALSE,Caucasian,1,1,NA,FALSE,FALSE,Master's Degree,29,15,3,880,100,12772683,Austin,TX,78712,United States,one,52186,Public Institution
position17,0,0,0,0,0,60000,Woman,FALSE,Caucasian,14,22,NA,TRUE,FALSE,Master's Degree,29,15,3,880,100,12772683,Austin,TX,78712,United States,one,52186,Public Institution
position20,0,0,1,40,5,71000,Man,FALSE,Caucasian,3,16,NA,FALSE,FALSE,Master's Degree,29,15,3,880,100,12772683,Austin,TX,78712,United States,one,52186,Public Institution
position18,0,2,0,10,1,68000,Woman,FALSE,Hispanic,2,16,NA,TRUE,FALSE,Master's Degree,29,15,3,880,100,12772683,Austin,TX,78712,United States,one,52186,Public Institution
position11,0,0,1,25,40,48000,Man,FALSE,African American,2,8,NA,FALSE,FALSE,Master's Degree,29,15,3,880,100,12772683,Austin,TX,78712,United States,one,52186,Public Institution
position6,0,0,0,0,0,NA,NA,FALSE,NA,NA,NA,NA,FALSE,FALSE,NA,29,15,3,880,100,12772683,Austin,TX,78712,United States,one,52186,Public Institution
position5,0,0,0,0,0,NA,NA,FALSE,NA,NA,NA,NA,FALSE,FALSE,NA,29,15,3,880,100,12772683,Austin,TX,78712,United States,one,52186,Public Institution
position14,1,0,0,2,0,88375,Man,FALSE,Caucasian,11,15,NA,FALSE,FALSE,Bachelor's Degree,29,15,3,880,100,12772683,Austin,TX,78712,United States,one,52186,Public Institution
position14,0,0,0,2,0,63000,Man,FALSE,Hispanic,3,3,NA,FALSE,FALSE,Bachelor's Degree,29,15,3,880,100,12772683,Austin,TX,78712,United States,one,52186,Public Institution
position10,0,2,0,25,0,60000,Woman,FALSE,Asian American,1,1,NA,FALSE,FALSE,Bachelor's Degree,29,15,3,880,100,12772683,Austin,TX,78712,United States,one,52186,Public Institution
position10,0,0,0,10,0,53467,Woman,FALSE,Caucasian,18,18,NA,FALSE,FALSE,Bachelor's Degree,29,15,3,880,100,12772683,Austin,TX,78712,United States,one,52186,Public Institution
position26,0,0,0,0,0,42000,Woman,FALSE,Hispanic,1,1,NA,FALSE,FALSE,Bachelor's Degree,29,15,3,880,100,12772683,Austin,TX,78712,United States,one,52186,Public Institution
position22,0,0,0,0,0,42000,Woman,FALSE,Hispanic,10,0,NA,FALSE,FALSE,Master's Degree,29,15,3,880,100,12772683,Austin,TX,78712,United States,one,52186,Public Institution
position1,10,2,0,125,25,75000,Woman,FALSE,Caucasian,10,17,42,FALSE,FALSE,Master's Degree,11,2,0,125,25,1500000,Richardson,TX,75080,United States,one,19727,Public Institution
position3,3,0,0,50,25,50000,Man,FALSE,Caucasian,1,9,34,FALSE,FALSE,Master's Degree,11,2,0,125,25,1500000,Richardson,TX,75080,United States,one,19727,Public Institution
position5,1,0,0,50,0,48000,Man,FALSE,Caucasian,1,9,34,FALSE,FALSE,Master's Degree,11,2,0,125,25,1500000,Richardson,TX,75080,United States,one,19727,Public Institution
position15,1,0,0,0,0,42000,Man,FALSE,Caucasian,1,7,29,FALSE,FALSE,Master's Degree,11,2,0,125,25,1500000,Richardson,TX,75080,United States,one,19727,Public Institution
position15,2,0,0,75,0,42000,Man,FALSE,African American,1,12,43,FALSE,FALSE,Master's Degree,11,2,0,125,25,1500000,Richardson,TX,75080,United States,one,19727,Public Institution
position11,0,0,0,30,0,39000,Man,FALSE,Caucasian,1,5,34,FALSE,FALSE,Master's Degree,11,2,0,125,25,1500000,Richardson,TX,75080,United States,one,19727,Public Institution
position6,0,0,0,15,10,39000,Woman,FALSE,Caucasian,7,7,43,FALSE,FALSE,Bachelor's Degree,11,2,0,125,25,1500000,Richardson,TX,75080,United States,one,19727,Public Institution
position4,0,0,0,15,0,35000,Woman,FALSE,Caucasian,1,1,25,FALSE,FALSE,Master's Degree,11,2,0,125,25,1500000,Richardson,TX,75080,United States,one,19727,Public Institution
position15,0,0,0,25,0,35000,Man,TRUE,Caucasian,1,3,28,FALSE,FALSE,Master's Degree,11,2,0,125,25,1500000,Richardson,TX,75080,United States,one,19727,Public Institution
position17,0,0,0,50,0,35000,Woman,FALSE,Caucasian,2,2,57,FALSE,FALSE,Bachelor's Degree,11,2,0,125,25,1500000,Richardson,TX,75080,United States,one,19727,Public Institution
position22,0,0,0,0,0,39000,Woman,FALSE,African American,5,5,30,FALSE,FALSE,Bachelor's Degree,11,2,0,125,25,1500000,Richardson,TX,75080,United States,one,19727,Public Institution
position25,0,0,0,0,0,30000,Man,FALSE,Hispanic,15,15,50,FALSE,FALSE,No College Degree,11,2,0,125,25,1500000,Richardson,TX,75080,United States,one,19727,Public Institution
